track_code,surface,distance_raw,distance_f,win_time_secs,win_time_str,race_date,source_page,year
SWF,D,5 1/2F,5.5,66.2,1:06.20,17-Aug-25,1211,2025
SWF,D,6F,6.0,71.29,1:11.29,21-Sep-25,1211,2025
SWF,D,6 1/2F,6.5,79.0,1:19.00,13-Sep-25,1211,2025
SA,T,5F,5.0,55.3,:55.30,16-Feb-25,1211,2025
SWF,D,1M,8.0,105.16,1:45.16,12-Sep-25,1211,2025
SA,T,6F,6.0,67.64,1:07.64,12-Oct-25,1211,2025
SWF,D,1 1/16M,8.5,109.35,1:49.35,28-Sep-25,1211,2025
SA,T,6 1/2F,6.5,74.08,1:14.08,26-May-25,1211,2025
SA,T,1M,8.0,92.39,1:32.39,1-Feb-25,1211,2025
SA,T,1 1/8M,9.0,106.26,1:46.26,26-May-25,1211,2025
TAM,D,5F,5.0,57.84,:57.84,12-Apr-25,1211,2025
SA,T,1 1/4M,10.0,118.74,1:58.74,27-Sep-25,1211,2025
TAM,D,5 1/2F,5.5,63.38,1:03.38,15-Mar-25,1211,2025
SA,T,1 1/2M,12.0,144.73,2:24.73,22-Mar-25,1211,2025
TAM,D,6F,6.0,69.07,1:09.07,6-Dec-25,1211,2025
TAM,D,6 1/2F,6.5,75.67,1:15.67,23-Mar-25,1211,2025
TAM,D,7F,7.0,81.2,1:21.20,8-Mar-25,1212,2025
TUP,T,7 1/2F,7.5,87.45,1:27.45,12-Feb-25,1212,2025
TAM,D,1 1/16M,8.5,101.2,1:41.20,8-Mar-25,1212,2025
TUP,T,1M,8.0,93.75,1:33.75,22-Mar-25,1212,2025
TAM,T,5F,5.0,55.47,:55.47,22-Feb-25,1212,2025
TUP,T,1 1/16M,8.5,103.82,1:43.82,11-Feb-25,1212,2025
TAM,T,1M,8.0,93.24,1:33.24,8-Mar-25,1212,2025
TAM,T,1 1/16M,8.5,98.83,1:38.83,1-Feb-25,1212,2025
TUP,T,1 3/8M,11.0,135.04,2:15.04,3-May-25,1212,2025
TAM,T,1 1/8M,9.0,106.5,1:46.50,30-Mar-25,1212,2025
TAM,T,1 3/8M,11.0,136.21,2:16.21,22-Mar-25,1212,2025
UN,D,5F,5.0,58.3,:58.30,6-Jun-25,1212,2025
UN,D,5 1/2F,5.5,64.1,1:04.10,7-Jun-25,1212,2025
TDN,D,5F,5.0,59.54,:59.54,15-Oct-25,1212,2025
UN,D,6 1/2F,6.5,86.0,1:26.00,8-Jun-25,1212,2025
TDN,D,5 1/2F,5.5,64.02,1:04.02,25-Jun-25,1212,2025
TDN,D,6F,6.0,69.98,1:09.98,11-Sep-25,1212,2025
TDN,D,1M,8.0,97.63,1:37.63,10-Jul-25,1212,2025
WO,D,4 1/2F,4.5,52.69,:52.69,11-May-25,1212,2025
TDN,D,1 1/16M,8.5,106.28,1:46.28,21-Jun-25,1212,2025
WO,D,5F,5.0,57.06,:57.06,30-Aug-25,1212,2025
TDN,D,1 1/8M,9.0,110.72,1:50.72,21-Jun-25,1212,2025
WO,D,5 1/2F,5.5,62.28,1:02.28,4-May-25,1212,2025
TDN,D,1 1/4M,10.0,126.13,2:06.13,14-Aug-25,1212,2025
WO,D,6F,6.0,68.17,1:08.17,31-May-25,1212,2025
WO,D,6 1/2F,6.5,75.02,1:15.02,7-Sep-25,1212,2025
WO,D,7F,7.0,81.19,1:21.19,13-Sep-25,1212,2025
WO,D,1 1/16M,8.5,102.26,1:42.26,31-May-25,1212,2025
WO,D,1 1/8M,9.0,109.28,1:49.28,28-Jun-25,1212,2025
WO,D,1 1/4M,10.0,123.68,2:03.68,16-Aug-25,1212,2025
WO,D,1 1/2M,12.0,154.4,2:34.40,6-Dec-25,1212,2025
TIM,D,4F,4.0,46.36,:46.36,23-Aug-25,1212,2025
WO,T,5F,5.0,55.63,:55.63,21-Sep-25,1212,2025
WO,T,6F,6.0,67.62,1:07.62,10-Aug-25,1212,2025
TIM,D,1M,8.0,98.89,1:38.89,22-Aug-25,1212,2025
WO,T,6 1/2F,6.5,73.91,1:13.91,5-Jul-25,1212,2025
TIM,D,1 1/16M,8.5,107.55,1:47.55,22-Aug-25,1212,2025
WO,T,7F,7.0,79.62,1:19.62,6-Jul-25,1212,2025
WO,T,7 1/2F,7.5,88.46,1:28.46,31-Jul-25,1212,2025
WO,T,1M,8.0,93.51,1:33.51,26-Jul-25,1212,2025
WO,T,1 1/16M,8.5,100.85,1:40.85,7-Aug-25,1212,2025
TP,D,5F,5.0,58.39,:58.39,3-Dec-25,1212,2025
WO,T,1 1/8M,9.0,107.39,1:47.39,19-Jul-25,1212,2025
TP,D,5 1/2F,5.5,64.02,1:04.02,6-Dec-25,1212,2025
TP,D,6F,6.0,69.05,1:09.05,21-Dec-25,1212,2025
WO,T,1 1/4M,10.0,119.38,1:59.38,2-Aug-25,1212,2025
TP,D,6 1/2F,6.5,75.3,1:15.30,6-Dec-25,1212,2025
WO,T,1 3/8M,11.0,135.4,2:15.40,6-Sep-25,1212,2025
TP,D,1M,8.0,96.33,1:36.33,4-Dec-25,1212,2025
WO,T,1 1/2M,12.0,147.52,2:27.52,4-Oct-25,1212,2025
TP,D,1 1/16M,8.5,103.53,1:43.53,11-Dec-25,1212,2025
TP,D,1 1/8M,9.0,109.08,1:49.08,22-Mar-25,1212,2025
TP,D,1 1/4M,10.0,121.11,2:01.11,6-Dec-25,1212,2025
WRD,D,5F,5.0,57.69,:57.69,28-Apr-25,1212,2025
TP,D,1 1/2M,12.0,153.67,2:33.67,28-Mar-25,1212,2025
WRD,D,5 1/2F,5.5,63.71,1:03.71,29-Apr-25,1212,2025
WRD,D,6F,6.0,69.25,1:09.25,28-Apr-25,1212,2025
WRD,D,1M,8.0,97.09,1:37.09,3-May-25,1212,2025
TUP,D,4 1/2F,4.5,50.19,:50.19,8-Dec-25,1212,2025
TUP,D,5F,5.0,55.81,:55.81,29-Apr-25,1212,2025
TUP,D,5 1/2F,5.5,62.33,1:02.33,3-Apr-25,1212,2025
WYO,D,4F,4.0,45.3,:45.30,6-Jul-25,1212,2025
TUP,D,6F,6.0,67.36,1:07.36,22-Mar-25,1212,2025
WYO,D,4 1/2F,4.5,50.49,:50.49,3-Aug-25,1212,2025
TUP,D,6 1/2F,6.5,73.61,1:13.61,22-Mar-25,1212,2025
WYO,D,5F,5.0,57.1,:57.10,26-Jul-25,1212,2025
TUP,D,1M,8.0,94.94,1:34.94,12-Feb-25,1212,2025
WYO,D,5 1/2F,5.5,63.7,1:03.70,12-Jul-25,1212,2025
TUP,D,1 1/16M,8.5,102.58,1:42.58,22-Mar-25,1212,2025
WYO,D,5 1/2F,5.5,63.7,1:03.70,27-Jul-25,1213,2025
ZIA,D,6F,6.0,67.85,1:07.85,4-Nov-25,1213,2025
WYO,D,6F,6.0,69.1,1:09.10,27-Jul-25,1213,2025
ZIA,D,6 1/2F,6.5,74.31,1:14.31,10-Nov-25,1213,2025
ZIA,D,1M,8.0,96.39,1:36.39,8-Dec-25,1213,2025
WYO,D,7 1/2F,7.5,91.7,1:31.70,6-Jul-25,1213,2025
WYO,D,1M,8.0,98.2,1:38.20,10-Aug-25,1213,2025
ZIA,D,1 1/16M,8.5,102.52,1:42.52,1-Dec-25,1213,2025
ZIA,D,4 1/2F,4.5,51.03,:51.03,17-Nov-25,1213,2025
ZIA,D,5F,5.0,56.53,:56.53,17-Nov-25,1213,2025
ZIA,D,5 1/2F,5.5,62.11,1:02.11,3-Nov-25,1213,2025
