track_code,restriction,class_info,surface,par,source_page,year
ALB,3+F*,"Cond CLM 5,000 - 5,900",D,54,181,2025
ALB,3+F,"CLM 75,000 - UP",D,81,181,2025
ALB,3+F,"ACN(1-Y), ANC, ANS",D,70,181,2025
ALB,3+F*,"Cond CLM 6,000 - 7,400",D,56,181,2025
ALB,3+F,"CN2 10,000 - 14,900",D,57,181,2025
ALB,3+F,"AN2L, AN1X",D,65,181,2025
ALB,3+F*,"MCL 6,000 - 7,400",D,42,181,2025
ALB,3+F,"CN2 15,000 - 20,000",D,65,181,2025
ALB,3+F,"AN2X, AN3L",D,71,181,2025
ALB,3+F*,"MCL 7,500 - 8,900",D,42,181,2025
ALB,3+F,"CN2 21,000 - 34,000",D,71,181,2025
ALB,3+F,"CLM 10,000 - 14,900",D,68,181,2025
ALB,3+F*,MSW,D,49,181,2025
ALB,3+F,"CN2 35,000 - 49,000",D,73,181,2025
ALB,3+F,"CLM 5,000 - 5,900",D,61,181,2025
ALB,3+F*,"SA 10,000 - 14,900",D,67,181,2025
ALB,3+F,"CN2 7,500 - 8,900",D,55,181,2025
ALB,3+F,"CLM 6,000 - 7,400",D,64,181,2025
ALB,3+C*,"ACN(1-Y), ANC, ANS",D,70,181,2025
ALB,3+F,"CN3, CN4 10,000 - 14,900",D,64,181,2025
ALB,3+F,"CLM 7,500 - 8,900",D,66,181,2025
ALB,3+C*,"AN2L, AN1X",D,65,181,2025
ALB,3+F,"CN3, CN4 15,000 - 20,000",D,63,181,2025
ALB,3+F,"CN2 5,000 - 5,900",D,48,181,2025
ALB,3+C*,"AN2X, AN3L",D,67,181,2025
ALB,3+F,"Cond CLM 10,000 - 14,900",D,64,181,2025
ALB,3+F,"CN2 6,000 - 7,400",D,55,181,2025
ALB,3+C*,"CLM 5,000 - 5,900",D,64,181,2025
ALB,3+F,"Cond CLM 15,000 - 20,000",D,67,181,2025
ALB,3+F,"CN3, CN4 10,000 - 14,900",D,63,181,2025
ALB,3+C*,"CN2 10,000 - 14,900",D,55,181,2025
ALB,3+F,"Cond CLM 21,000 - 34,000",D,72,181,2025
ALB,3+F,"CN3, CN4 5,000 - 5,900",D,53,181,2025
ALB,3+C*,"CN2 6,000 - 7,400",D,52,181,2025
ALB,3+F,"Cond CLM 35,000 - 49,000",D,73,181,2025
ALB,3+F,"CN3, CN4 7,500 - 8,900",D,56,181,2025
ALB,3+C*,"CN2 7,500 - 8,900",D,55,181,2025
ALB,3+F,"Cond CLM 7,500 - 8,900",D,60,181,2025
ALB,3+F,"Cond CLM 5,000 - 5,900",D,59,181,2025
ALB,3+C*,"CN3, CN4 5,000 - 5,900",D,58,181,2025
ALB,3+F,GSTK-G2,D,92,181,2025
ALB,3+F,"Cond CLM 6,000 - 7,400",D,57,181,2025
ALB,3+C*,"CN3, CN4 6,000 - 7,400",D,58,181,2025
ALB,3+F,GSTK-G3,D,92,181,2025
ALB,3+F,"MCL 6,000 - 7,400",D,43,181,2025
ALB,3+C*,"CN3, CN4 7,500 - 8,900",D,61,181,2025
ALB,3+F,"MCL 10,000 - 14,900",D,50,181,2025
ALB,3+F,"MCL 7,500 - 8,900",D,47,181,2025
ALB,3+C*,"Cond CLM 10,000 - 14,900",D,66,181,2025
ALB,3+F,"MCL 15,000 - 20,000",D,50,181,2025
ALB,3+F,MSW,D,55,181,2025
ALB,3+C*,"Cond CLM 5,000 - 5,900",D,62,181,2025
ALB,3+F,"MCL 21,000 - 34,000",D,58,181,2025
ALB,3+F,"SA 10,000 - 14,900",D,67,181,2025
ALB,3+C*,"Cond CLM 6,000 - 7,400",D,62,181,2025
ALB,3+F,"MCL 35,000 - 49,000",D,62,181,2025
ALB,3+F,"SA2L, SA1X 7,500 - 8,900",D,68,181,2025
ALB,3+C*,"Cond CLM 7,500 - 8,900",D,64,181,2025
ALB,3+F,MSW,D,72,181,2025
ALB,3+F,STK,D,76,181,2025
ALB,3+C*,"MCL 10,000 - 14,900",D,48,181,2025
ALB,3+F,"SA 21,000 - 34,000",D,88,181,2025
ALB,2C,MSW,D,50,181,2025
ALB,3+C*,"MCL 6,000 - 7,400",D,46,181,2025
ALB,3+F,"SA2L 50,000 - 74,000",D,75,181,2025
ALB,3+C,"ACN(1-Y), ANC, ANS",D,82,181,2025
ALB,3+C*,"MCL 7,500 - 8,900",D,46,181,2025
ALB,3+F,"SA1X 50,000 - 74,000",D,75,181,2025
ALB,3+C,"AN2L, AN1X",D,72,181,2025
ALB,3+C*,MSW,D,54,181,2025
ALB,3+F,STK,D,92,181,2025
ALB,3+C,"AN2X, AN3L",D,74,181,2025
ALB,3+C*,"SA 10,000 - 14,900",D,69,181,2025
ALB,3+F,"AN2L, AN1X",T,85,181,2025
ALB,3+C,"CN2 10,000 - 14,900",D,59,181,2025
ALB,3+C*,"SA 7,500 - 8,900",D,68,181,2025
ALB,3+F,"AN2X, AN3L",T,86,181,2025
ALB,3+C,"CN2 5,000 - 5,900",D,53,181,2025
ALB,3+C*,STK,D,76,181,2025
ALB,3+F,"CLM 21,000 - 34,000",T,73,181,2025
ALB,3+C,"CN2 6,000 - 7,400",D,57,181,2025
ALB,3+F,"CLM 35,000 - 49,000",T,79,181,2025
ALB,3+C,"CN2 7,500 - 8,900",D,59,181,2025
AQU,3+F,"CN2 21,000 - 34,000",T,68,181,2025
AQU,3+C,"CN3, CN4 10,000 - 14,900",D,63,181,2025
AQU,2F,"MCL 35,000 - 49,000",D,58,181,2025
AQU,3+F,"CN2 35,000 - 49,000",T,72,181,2025
AQU,3+C,"CN3, CN4 5,000 - 5,900",D,58,181,2025
AQU,2F,MSW,D,72,181,2025
AQU,3+F,"MCL 35,000 - 49,000",T,65,181,2025
AQU,3+C,"CN3, CN4 6,000 - 7,400",D,59,181,2025
AQU,2F,MSW,T,70,181,2025
AQU,3+F,MSW,T,79,181,2025
AQU,3+C,"CN3, CN4 7,500 - 8,900",D,63,181,2025
AQU,3F,"CLM 10,000 - 14,900",D,58,181,2025
AQU,3+F,STK,T,94,181,2025
AQU,3+C,"Cond CLM 10,000 - 14,900",D,68,181,2025
AQU,3F,"CLM 15,000 - 20,000",D,59,181,2025
AQU,2C,"MCL 35,000 - 49,000",D,62,181,2025
AQU,3+C,"Cond CLM 5,000 - 5,900",D,65,181,2025
AQU,3F,"CLM 21,000 - 34,000",D,64,181,2025
AQU,2C,MSW,D,81,181,2025
AQU,3+C,"Cond CLM 6,000 - 7,400",D,64,181,2025
AQU,3F,"MCL 10,000 - 14,900",D,51,181,2025
AQU,2C,MSW,T,72,181,2025
AQU,3+C,"Cond CLM 7,500 - 8,900",D,66,181,2025
AQU,3F,"MCL 15,000 - 20,000",D,51,181,2025
AQU,3C,"AN2L, AN1X",D,84,181,2025
AQU,3+C,"MCL 10,000 - 14,900",D,53,181,2025
AQU,3F,"MCL 21,000 - 34,000",D,51,181,2025
AQU,3C,"CLM 10,000 - 14,900",D,62,181,2025
AQU,3+C,"MCL 6,000 - 7,400",D,51,181,2025
AQU,3F,"MCL 35,000 - 49,000",D,59,181,2025
AQU,3C,"CLM 15,000 - 20,000",D,66,181,2025
AQU,3+C,"MCL 7,500 - 8,900",D,52,181,2025
AQU,3F,"MCL 50,000 - 74,000",D,66,181,2025
AQU,3C,"CLM 21,000 - 34,000",D,68,181,2025
AQU,3+C,MSW,D,64,181,2025
AQU,3F,MSW,D,68,181,2025
AQU,3C,"MCL 15,000 - 20,000",D,55,181,2025
AQU,3+C,"SA 10,000 - 14,900",D,75,181,2025
AQU,3F,"SA2L 35,000 - 49,000",D,68,181,2025
AQU,3C,"MCL 21,000 - 34,000",D,58,181,2025
AQU,3+C,"SA 7,500 - 8,900",D,74,181,2025
AQU,3F,"SA1X 35,000 - 49,000",D,68,181,2025
AQU,3C,"MCL 35,000 - 49,000",D,65,181,2025
AQU,3+C,STK,D,87,181,2025
AQU,3F,"SA2L 50,000 - 74,000",D,68,181,2025
AQU,3C,"MCL 50,000 - 74,000",D,70,181,2025
AQU,2F*,MSW,D,42,181,2025
AQU,3F,"SA1X 50,000 - 74,000",D,68,181,2025
AQU,3C,MSW,D,80,181,2025
AQU,2C*,MSW,D,45,181,2025
AQU,3+F,"AN2L, AN1X",D,81,181,2025
AQU,3C,"SA2L 50,000 - 74,000",D,76,181,2025
AQU,3+F*,"ACN(1-Y), ANC, ANS",D,67,181,2025
AQU,3+F,"AN2X, AN3L",D,84,181,2025
AQU,3C,"SA1X 50,000 - 74,000",D,76,181,2025
AQU,3+F*,"AN2L, AN1X",D,59,181,2025
AQU,3+F,"AN4L, AN3X-5X",D,88,181,2025
AQU,3C,STK,T,87,181,2025
AQU,3+F*,"AN2X, AN3L",D,66,181,2025
AQU,3+F,"CLM 10,000 - 14,900",D,68,181,2025
AQU,3+C,"ACN(1-Y), ANC, ANS",D,92,181,2025
AQU,3+F*,"CN2 10,000 - 14,900",D,54,181,2025
AQU,3+F,"CLM 15,000 - 20,000",D,71,181,2025
AQU,3+C,"AN2L, AN1X",D,92,181,2025
AQU,3+F*,"CN2 6,000 - 7,400",D,48,181,2025
AQU,3+F,"CLM 21,000 - 34,000",D,76,181,2025
AQU,3+C,"AN2X, AN3L",D,96,181,2025
AQU,3+F*,"CN2 7,500 - 8,900",D,49,181,2025
AQU,3+F,"CLM 35,000 - 49,000",D,82,181,2025
AQU,3+C,"CLM 10,000 - 14,900",D,81,181,2025
AQU,3+F*,"CN3, CN4 5,000 - 5,900",D,52,181,2025
AQU,3+F,"CLM 6,000 - 7,400",D,65,181,2025
AQU,3+C,"CLM 15,000 - 20,000",D,83,181,2025
AQU,3+F*,"CN3, CN4 6,000 - 7,400",D,52,181,2025
AQU,3+F,"CLM 7,500 - 8,900",D,65,181,2025
AQU,3+C,"CLM 21,000 - 34,000",D,87,181,2025
AQU,3+C,"CLM 35,000 - 49,000",D,88,182,2025
AQU,2C*,MSW,D,69,182,2025
AQU,3+F,"Cond CLM 3,000 - 3,900",D,48,182,2025
AQU,3+C,"CLM 50,000 - 74,000",D,93,182,2025
AQU,2C*,MSW,T,67,182,2025
AQU,3+F,"Cond CLM 5,000 - 5,900",D,51,182,2025
AQU,3+C,"CLM 7,500 - 8,900",D,77,182,2025
AQU,3F*,"AN2L, AN1X",D,68,182,2025
AQU,3+F,"MCL 5,000 - 5,900",D,27,182,2025
AQU,3+C,"CN2 10,000 - 14,900",D,67,182,2025
AQU,3F*,"MCL 15,000 - 20,000",D,46,182,2025
AQU,3+F,MSW,D,46,182,2025
AQU,3+C,"CN2 15,000 - 20,000",D,69,182,2025
AQU,3F*,"MCL 21,000 - 34,000",D,48,182,2025
AQU,3+C,"ACN(1-Y), ANC, ANS",D,76,182,2025
AQU,3+C,"CN2 21,000 - 34,000",D,72,182,2025
AQU,3F*,"MCL 35,000 - 49,000",D,51,182,2025
AQU,3+C,"AN2X, AN3L",D,76,182,2025
AQU,3+C,"CN2 35,000 - 49,000",D,74,182,2025
AQU,3F*,"MCL 50,000 - 74,000",D,58,182,2025
AQU,3+C,"CLM 10,000 - 14,900",D,71,182,2025
AQU,3+C,"CN2 7,500 - 8,900",D,64,182,2025
AQU,3F*,MSW,D,62,182,2025
AQU,3+C,"CLM 3,000 - 3,900",D,57,182,2025
AQU,3+C,"CN3, CN4 10,000 - 14,900",D,78,182,2025
AQU,3+F*,"AN2L, AN1X",D,70,182,2025
AQU,3+C,"CLM 4,000 - 4,900",D,60,182,2025
AQU,3+C,"CN3, CN4 21,000 - 34,000",D,80,182,2025
AQU,3+F*,"AN2X, AN3L",D,78,182,2025
AQU,3+C,"CLM 6,000 - 7,400",D,68,182,2025
AQU,3+C,"CN3, CN4 35,000 - 49,000",D,82,182,2025
AQU,3+F*,"CLM 15,000 - 20,000",D,68,182,2025
AQU,3+C,"CN2 3,000 - 3,900",D,50,182,2025
AQU,3+C,"CN3, CN4 50,000 - 74,000",D,82,182,2025
AQU,3+F*,"CLM 21,000 - 34,000",D,74,182,2025
AQU,3+C,"CN2 5,000 - 5,900",D,52,182,2025
AQU,3+C,"Cond CLM 10,000 - 14,900",D,73,182,2025
AQU,3+F*,"CN2 15,000 - 20,000",D,55,182,2025
AQU,3+C,"CN3, CN4 3,000 - 3,900",D,52,182,2025
AQU,3+C,"Cond CLM 15,000 - 20,000",D,76,182,2025
AQU,3+F*,"Cond CLM 15,000 - 20,000",D,65,182,2025
AQU,3+C,"CN3, CN4 5,000 - 5,900",D,54,182,2025
AQU,3+C,"Cond CLM 21,000 - 34,000",D,85,182,2025
AQU,3+F*,"MCL 15,000 - 20,000",D,48,182,2025
AQU,3+C,"Cond CLM 2,100 - 2,900",D,54,182,2025
AQU,3+C,"Cond CLM 35,000 - 49,000",D,86,182,2025
AQU,3+F*,"MCL 21,000 - 34,000",D,50,182,2025
AQU,3+C,"Cond CLM 3,000 - 3,900",D,58,182,2025
AQU,3+C,"Cond CLM 7,500 - 8,900",D,71,182,2025
AQU,3+F*,"MCL 35,000 - 49,000",D,53,182,2025
AQU,3+C,"MCL 10,000 - 14,900",D,42,182,2025
AQU,3+C,GSTK-G1,D,106,182,2025
AQU,3+F*,MSW,D,64,182,2025
AQU,3+C,"MCL 5,000 - 5,900",D,39,182,2025
AQU,3+C,GSTK-G3,D,101,182,2025
AQU,3+F*,"AN2L, AN1X",T,74,182,2025
AQU,3+C,MSW,D,54,182,2025
AQU,3+C,"MCL 10,000 - 14,900",D,54,182,2025
AQU,3+F*,"AN2X, AN3L",T,80,182,2025
AQU,3+F*,MSW,D,35,182,2025
AQU,3+C,"MCL 15,000 - 20,000",D,66,182,2025
AQU,3+F*,"MCL 35,000 - 49,000",T,65,182,2025
AQU,3+C*,"Cond CLM 3,000 - 3,900",D,50,182,2025
AQU,3+C,"MCL 21,000 - 34,000",D,69,182,2025
AQU,3+F*,MSW,T,67,182,2025
AQU,3+C*,"MCL 5,000 - 5,900",D,33,182,2025
AQU,3+C,"MCL 35,000 - 49,000",D,73,182,2025
AQU,3C*,"AN2L, AN1X",D,78,182,2025
AQU,3+C,"MCL 50,000 - 74,000",D,77,182,2025
AQU,3C*,"MCL 15,000 - 20,000",D,50,182,2025
AQU,3+C,MSW,D,82,182,2025
AQU,3C*,"MCL 21,000 - 34,000",D,54,182,2025
AQU,3+F,"ACN(1-Y), ANC, ANS",D,64,182,2025
AQU,3+C,"SA 15,000 - 20,000",D,87,182,2025
AQU,3C*,"MCL 35,000 - 49,000",D,63,182,2025
AQU,3+F,"AN2L, AN1X",D,53,182,2025
AQU,3+C,"SA 21,000 - 34,000",D,88,182,2025
AQU,3C*,"MCL 50,000 - 74,000",D,64,182,2025
AQU,3+F,"CLM 5,000 - 5,900",D,51,182,2025
AQU,3+C,"SA2L 50,000 - 74,000",D,88,182,2025
AQU,3C*,MSW,D,71,182,2025
AQU,3+F,"CLM 7,500 - 8,900",D,55,182,2025
AQU,3+C,"SA1X 50,000 - 74,000",D,88,182,2025
AQU,3+C*,"AN2L, AN1X",D,80,182,2025
AQU,3+F,"CN2 5,000 - 5,900",D,36,182,2025
AQU,3+C,STK,D,99,182,2025
AQU,3+C*,"AN2X, AN3L",D,88,182,2025
AQU,3+F,"CN2 6,000 - 7,400",D,39,182,2025
AQU,3+C,"AN2L, AN1X",T,89,182,2025
AQU,3+C*,"CLM 15,000 - 20,000",D,79,182,2025
AQU,3+F,"CN3, CN4 10,000 - 14,900",D,51,182,2025
AQU,3+C,"AN2X, AN3L",T,94,182,2025
AQU,3+C*,"CLM 21,000 - 34,000",D,83,182,2025
AQU,3+F,"CN3, CN4 5,000 - 5,900",D,46,182,2025
AQU,3+C,"AN4L, AN3X-5X",T,97,182,2025
AQU,3+C*,"CN2 15,000 - 20,000",D,65,182,2025
AQU,3+F,"CN3, CN4 6,000 - 7,400",D,48,182,2025
AQU,3+C,"CLM 15,000 - 20,000",T,83,182,2025
AQU,3+C*,"Cond CLM 15,000 - 20,000",D,77,182,2025
AQU,3+F,"Cond CLM 2,100 - 2,900",D,40,182,2025
AQU,3+C,"CLM 21,000 - 34,000",T,83,182,2025
AQU,3+C*,"MCL 10,000 - 14,900",D,57,182,2025
AQU,3+F,"Cond CLM 3,000 - 3,900",D,44,182,2025
AQU,3+C,"CLM 35,000 - 49,000",T,87,182,2025
AQU,3+C*,"MCL 15,000 - 20,000",D,57,182,2025
AQU,3+F,"MCL 5,000 - 5,900",D,25,182,2025
AQU,3+C,"CN2 21,000 - 34,000",T,78,182,2025
AQU,3+C*,"MCL 21,000 - 34,000",D,59,182,2025
AQU,3+F,MSW,D,44,182,2025
AQU,3+C,"CN2 35,000 - 49,000",T,78,182,2025
AQU,3+C*,"MCL 35,000 - 49,000",D,69,182,2025
AQU,3+F,STK,D,68,182,2025
AQU,3+C,"CN3, CN4 21,000 - 34,000",T,80,182,2025
AQU,3+C*,MSW,D,75,182,2025
AQU,3+C,"ACN(1-Y), ANC, ANS",D,70,182,2025
AQU,3+C,"CN3, CN4 35,000 - 49,000",T,80,182,2025
AQU,3+C*,"AN2L, AN1X",T,85,182,2025
AQU,3+C,"AN2L, AN1X",D,60,182,2025
AQU,3+C,"CN3, CN4 50,000 - 74,000",T,85,182,2025
AQU,3+C*,"AN2X, AN3L",T,87,182,2025
AQU,3+C,"CLM 3,000 - 3,900",D,58,182,2025
AQU,3+C,GSTK-G3,T,98,182,2025
AQU,3+C*,"MCL 35,000 - 49,000",T,66,182,2025
AQU,3+C,"CLM 5,000 - 5,900",D,61,182,2025
AQU,3+C,"MCL 35,000 - 49,000",T,76,182,2025
AQU,3+C*,MSW,T,73,182,2025
AQU,3+C,"CLM 7,500 - 8,900",D,63,182,2025
AQU,3+C,"MCL 50,000 - 74,000",T,80,182,2025
AQU,3+C,"CN2 10,000 - 14,900",D,52,182,2025
AQU,3+C,MSW,T,83,182,2025
AQU,3+C,"SA2L 50,000 - 74,000",T,82,182,2025
AQU,3F,MSW,D,60,182,2025
AQU,3+C,"CN2 6,000 - 7,400",D,48,182,2025
AQU,3+C,"SA1X 50,000 - 74,000",T,82,182,2025
AQU,3+F,"ACN(1-Y), ANC, ANS",D,70,182,2025
AQU,3+C,"CN3, CN4 10,000 - 14,900",D,58,182,2025
AQU,3+C,STK,T,93,182,2025
AQU,3+F,"AN2L, AN1X",D,61,182,2025
AQU,3+C,"CN3, CN4 5,000 - 5,900",D,55,182,2025
AQU,2F*,"MCL 21,000 - 34,000",D,47,182,2025
AQU,3+F,"AN2X, AN3L",D,57,182,2025
AQU,3+C,"CN3, CN4 6,000 - 7,400",D,56,182,2025
AQU,2F*,"MCL 35,000 - 49,000",D,53,182,2025
AQU,3+F,"CLM 10,000 - 14,900",D,57,182,2025
AQU,3+C,"Cond CLM 10,000 - 14,900",D,60,182,2025
AQU,2F*,"MCL 50,000 - 74,000",D,58,182,2025
AQU,3+F,"CLM 3,000 - 3,900",D,50,182,2025
AQU,3+C,"Cond CLM 2,100 - 2,900",D,50,182,2025
AQU,2F*,MSW,D,58,182,2025
AQU,3+F,"CN2 3,000 - 3,900",D,35,182,2025
AQU,3+C,"Cond CLM 3,000 - 3,900",D,55,182,2025
AQU,2F*,MSW,T,63,182,2025
AQU,3+F,"CN2 5,000 - 5,900",D,37,182,2025
AQU,3+C,"Cond CLM 4,000 - 4,900",D,58,182,2025
AQU,2C*,"MCL 21,000 - 34,000",D,55,182,2025
AQU,3+F,"CN2 7,500 - 8,900",D,44,182,2025
AQU,3+C,"Cond CLM 5,000 - 5,900",D,60,182,2025
AQU,2C*,"MCL 35,000 - 49,000",D,55,182,2025
AQU,3+F,"CN3, CN4 3,000 - 3,900",D,45,182,2025
AQU,3+C,"MCL 10,000 - 14,900",D,45,182,2025
AQU,2C*,"MCL 50,000 - 74,000",D,61,182,2025
AQU,3+F,"CN3, CN4 5,000 - 5,900",D,47,182,2025
AQU,3+C,"MCL 5,000 - 5,900",D,35,182,2025
AQU,3+C,"MCL 6,000 - 7,400",D,37,183,2025
AQU,3+F,GSTK-G3,T,97,183,2025
AQU,3+C,"CN2 35,000 - 49,000",T,78,183,2025
AQU,3+C,MSW,D,49,183,2025
AQU,3+F,"MCL 15,000 - 20,000",T,60,183,2025
AQU,3+C,"CN3, CN4 21,000 - 34,000",T,78,183,2025
AQU,3+C,STK,D,80,183,2025
AQU,3+F,"MCL 21,000 - 34,000",T,65,183,2025
AQU,3+C,"CN3, CN4 35,000 - 49,000",T,84,183,2025
AQU,3+F*,"CN2 5,000 - 5,900",D,36,183,2025
AQU,3+F,"MCL 35,000 - 49,000",T,70,183,2025
AQU,3+C,"CN3, CN4 50,000 - 74,000",T,85,183,2025
AQU,3+F*,"Cond CLM 5,000 - 5,900",D,39,183,2025
AQU,3+F,"MCL 50,000 - 74,000",T,76,183,2025
AQU,3+C,"Cond CLM 15,000 - 20,000",T,80,183,2025
AQU,3+F*,"MCL 5,000 - 5,900",D,22,183,2025
AQU,3+F,"MCL 75,000 - UP",T,75,183,2025
AQU,3+C,"Cond CLM 21,000 - 34,000",T,80,183,2025
AQU,3+C*,"MCL 5,000 - 5,900",D,34,183,2025
AQU,3+F,MSW,T,82,183,2025
AQU,3+C,"Cond CLM 35,000 - 49,000",T,81,183,2025
AQU,3+F,"SA2L 50,000 - 74,000",T,77,183,2025
AQU,3+C,GSTK-G3,T,98,183,2025
BAQ,3+F,"SA1X 50,000 - 74,000",T,77,183,2025
BAQ,3+C,"MCL 15,000 - 20,000",T,67,183,2025
BAQ,2F,MSW,D,75,183,2025
BAQ,2C,MSW,D,80,183,2025
BAQ,3+C,"MCL 21,000 - 34,000",T,71,183,2025
BAQ,2F,MSW,T,67,183,2025
BAQ,2C,MSW,T,71,183,2025
BAQ,3+C,"MCL 35,000 - 49,000",T,76,183,2025
BAQ,3F,"SA2L 50,000 - 74,000",D,68,183,2025
BAQ,3C,"SA2L 50,000 - 74,000",D,76,183,2025
BAQ,3+C,"MCL 50,000 - 74,000",T,76,183,2025
BAQ,3F,"SA1X 50,000 - 74,000",D,68,183,2025
BAQ,3C,"SA1X 50,000 - 74,000",D,76,183,2025
BAQ,3+C,"MCL 75,000 - UP",T,75,183,2025
BAQ,3F,"AN2L, AN1X",T,85,183,2025
BAQ,3C,"AN2L, AN1X",T,88,183,2025
BAQ,3+C,MSW,T,86,183,2025
BAQ,3F,"AN2X, AN3L",T,86,183,2025
BAQ,3+C,"AN2L, AN1X",D,92,183,2025
BAQ,3+C,"SA 35,000 - 49,000",T,80,183,2025
BAQ,3F,MSW,T,82,183,2025
BAQ,3+C,"AN2X, AN3L",D,96,183,2025
BAQ,3+C,"SA2L 50,000 - 74,000",T,83,183,2025
BAQ,3+F,"AN2L, AN1X",D,83,183,2025
BAQ,3+C,"CLM 10,000 - 14,900",D,80,183,2025
BAQ,3+C,"SA1X 50,000 - 74,000",T,83,183,2025
BAQ,3+F,"AN2X, AN3L",D,87,183,2025
BAQ,3+C,"CLM 15,000 - 20,000",D,83,183,2025
BAQ,2F*,MSW,D,63,183,2025
BAQ,3+F,"AN4L, AN3X-5X",D,90,183,2025
BAQ,3+C,"CLM 21,000 - 34,000",D,88,183,2025
BAQ,2F*,MSW,T,63,183,2025
BAQ,3+F,"CLM 10,000 - 14,900",D,70,183,2025
BAQ,3+C,"CLM 35,000 - 49,000",D,90,183,2025
BAQ,2C*,MSW,D,68,183,2025
BAQ,3+F,"CLM 15,000 - 20,000",D,75,183,2025
BAQ,3+C,"CLM 50,000 - 74,000",D,92,183,2025
BAQ,2C*,MSW,T,66,183,2025
BAQ,3+F,"CLM 21,000 - 34,000",D,76,183,2025
BAQ,3+C,"CLM 7,500 - 8,900",D,79,183,2025
BAQ,3F*,"AN2L, AN1X",T,80,183,2025
BAQ,3+F,"CLM 7,500 - 8,900",D,70,183,2025
BAQ,3+C,"CN2 10,000 - 14,900",D,68,183,2025
BAQ,3+F*,"AN2L, AN1X",D,75,183,2025
BAQ,3+F,"CN2 15,000 - 20,000",D,65,183,2025
BAQ,3+C,"CN2 15,000 - 20,000",D,69,183,2025
BAQ,3+F*,"AN2X, AN3L",D,79,183,2025
BAQ,3+F,"CN2 21,000 - 34,000",D,71,183,2025
BAQ,3+C,"CN2 21,000 - 34,000",D,72,183,2025
BAQ,3+F*,"CLM 15,000 - 20,000",D,66,183,2025
BAQ,3+F,"CN2 35,000 - 49,000",D,73,183,2025
BAQ,3+C,"CN2 35,000 - 49,000",D,74,183,2025
BAQ,3+F*,"CLM 21,000 - 34,000",D,74,183,2025
BAQ,3+F,"CN3, CN4 10,000 - 14,900",D,64,183,2025
BAQ,3+C,"CN2 50,000 - 74,000",D,77,183,2025
BAQ,3+F*,"CN2 15,000 - 20,000",D,58,183,2025
BAQ,3+F,"CN3, CN4 15,000 - 20,000",D,71,183,2025
BAQ,3+C,"CN3, CN4 10,000 - 14,900",D,78,183,2025
BAQ,3+F*,"MCL 15,000 - 20,000",D,53,183,2025
BAQ,3+F,"CN3, CN4 21,000 - 34,000",D,73,183,2025
BAQ,3+C,"CN3, CN4 21,000 - 34,000",D,80,183,2025
BAQ,3+F*,"MCL 21,000 - 34,000",D,57,183,2025
BAQ,3+F,"Cond CLM 10,000 - 14,900",D,67,183,2025
BAQ,3+C,"CN3, CN4 35,000 - 49,000",D,84,183,2025
BAQ,3+F*,"MCL 35,000 - 49,000",D,63,183,2025
BAQ,3+F,"Cond CLM 15,000 - 20,000",D,66,183,2025
BAQ,3+C,"Cond CLM 10,000 - 14,900",D,75,183,2025
BAQ,3+F*,MSW,D,67,183,2025
BAQ,3+F,"Cond CLM 21,000 - 34,000",D,75,183,2025
BAQ,3+C,"Cond CLM 15,000 - 20,000",D,76,183,2025
BAQ,3+F*,"AN2L, AN1X",T,75,183,2025
BAQ,3+F,GSTK-G1,D,102,183,2025
BAQ,3+C,"Cond CLM 21,000 - 34,000",D,83,183,2025
BAQ,3+F*,"AN2X, AN3L",T,79,183,2025
BAQ,3+F,GSTK-G2,D,97,183,2025
BAQ,3+C,"Cond CLM 35,000 - 49,000",D,88,183,2025
BAQ,3+F*,"MCL 35,000 - 49,000",T,65,183,2025
BAQ,3+F,GSTK-G3,D,95,183,2025
BAQ,3+C,GSTK-G1,D,110,183,2025
BAQ,3+F*,MSW,T,72,183,2025
BAQ,3+F,"MCL 15,000 - 20,000",D,59,183,2025
BAQ,3+C,GSTK-G2,D,107,183,2025
BAQ,3+C*,"AN2L, AN1X",D,82,183,2025
BAQ,3+F,MSW,D,79,183,2025
BAQ,3+C,GSTK-G3,D,105,183,2025
BAQ,3+C*,"AN2X, AN3L",D,89,183,2025
BAQ,3+F,"SA2L 50,000 - 74,000",D,80,183,2025
BAQ,3+C,"MCL 15,000 - 20,000",D,66,183,2025
BAQ,3+C*,"CLM 15,000 - 20,000",D,80,183,2025
BAQ,3+F,"SA1X 50,000 - 74,000",D,80,183,2025
BAQ,3+C,"MCL 21,000 - 34,000",D,73,183,2025
BAQ,3+C*,"CLM 21,000 - 34,000",D,85,183,2025
BAQ,3+F,STK,D,94,183,2025
BAQ,3+C,"MCL 35,000 - 49,000",D,74,183,2025
BAQ,3+C*,"CN2 15,000 - 20,000",D,66,183,2025
BAQ,3+F,"AN2L, AN1X",T,86,183,2025
BAQ,3+C,"MCL 50,000 - 74,000",D,78,183,2025
BAQ,3+C*,"MCL 15,000 - 20,000",D,59,183,2025
BAQ,3+F,"AN2X, AN3L",T,89,183,2025
BAQ,3+C,MSW,D,87,183,2025
BAQ,3+C*,"MCL 21,000 - 34,000",D,63,183,2025
BAQ,3+F,"AN4L, AN3X-5X",T,97,183,2025
BAQ,3+C,"SA 15,000 - 20,000",D,87,183,2025
BAQ,3+C*,"MCL 35,000 - 49,000",D,68,183,2025
BAQ,3+F,"CLM 21,000 - 34,000",T,81,183,2025
