Date,Track,Race,Field,Top Pick,Bet Type,Selection,Units,Composite,GEM,Confidence,Pace,Win%,Place%,Value,Result,Notes,actual_result,actual_pl,win_bet_pl,place_bet_pl,show_bet_pl,combined_straight_pl
2026-04-12,GPX,9,11,RULES FOR THREE,SUPERFECTA_BOX,RULES FOR THREE / MUSICAL POWER / MIMI WILLY / LITTLE TOWN STREET,0.5,18,YES,MEDIUM,SLOW,27.9%,45.6%,STRONG_EV,MISS,STRESS_TEST ARM2026 GPX R9 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,KEE,1,12,RIVER EMPRESS,WIN,RIVER EMPRESS,1.0,20,YES,HIGH,SLOW,51.0%,72.0%,STRONG_EV,LOSS,STRESS_TEST ARM2026 KEE R1 | SCORE=20 | CONF=HIGH | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,KEE,1,12,RIVER EMPRESS,PLACE,RIVER EMPRESS,1.0,20,YES,HIGH,SLOW,51.0%,72.0%,STRONG_EV,LOSS,STRESS_TEST ARM2026 KEE R1 | SCORE=20 | CONF=HIGH | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,KEE,1,12,RIVER EMPRESS,SHOW,RIVER EMPRESS,1.0,20,YES,HIGH,SLOW,51.0%,72.0%,STRONG_EV,LOSS,STRESS_TEST ARM2026 KEE R1 | SCORE=20 | CONF=HIGH | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,KEE,1,12,RIVER EMPRESS,EXACTA_BOX,RIVER EMPRESS / ISADORA DUNCAN,0.5,20,YES,HIGH,SLOW,51.0%,72.0%,STRONG_EV,MISS,STRESS_TEST ARM2026 KEE R1 | SCORE=20 | CONF=HIGH | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,KEE,1,12,RIVER EMPRESS,TRIFECTA_BOX,RIVER EMPRESS / ISADORA DUNCAN / EAT HAY RUN,0.5,20,YES,HIGH,SLOW,51.0%,72.0%,STRONG_EV,MISS,STRESS_TEST ARM2026 KEE R1 | SCORE=20 | CONF=HIGH | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,KEE,1,12,RIVER EMPRESS,SUPERFECTA_BOX,RIVER EMPRESS / ISADORA DUNCAN / EAT HAY RUN / YAUDACITY,0.5,20,YES,HIGH,SLOW,51.0%,72.0%,STRONG_EV,MISS,STRESS_TEST ARM2026 KEE R1 | SCORE=20 | CONF=HIGH | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,KEE,4,14,MOUNTAIN GRANDEUR,WIN,MOUNTAIN GRANDEUR,1.0,19,YES,HIGH,SLOW,41.5%,62.2%,STRONG_EV,LOSS,STRESS_TEST ARM2026 KEE R4 | SCORE=19 | CONF=HIGH | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,KEE,4,14,MOUNTAIN GRANDEUR,PLACE,MOUNTAIN GRANDEUR,1.0,19,YES,HIGH,SLOW,41.5%,62.2%,STRONG_EV,LOSS,STRESS_TEST ARM2026 KEE R4 | SCORE=19 | CONF=HIGH | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,KEE,4,14,MOUNTAIN GRANDEUR,SHOW,MOUNTAIN GRANDEUR,1.0,19,YES,HIGH,SLOW,41.5%,62.2%,STRONG_EV,LOSS,STRESS_TEST ARM2026 KEE R4 | SCORE=19 | CONF=HIGH | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,KEE,4,14,MOUNTAIN GRANDEUR,EXACTA_BOX,MOUNTAIN GRANDEUR / HARD CIRCLE,0.5,19,YES,HIGH,SLOW,41.5%,62.2%,STRONG_EV,MISS,STRESS_TEST ARM2026 KEE R4 | SCORE=19 | CONF=HIGH | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,KEE,4,14,MOUNTAIN GRANDEUR,TRIFECTA_BOX,MOUNTAIN GRANDEUR / HARD CIRCLE / BACKSIDE,0.5,19,YES,HIGH,SLOW,41.5%,62.2%,STRONG_EV,MISS,STRESS_TEST ARM2026 KEE R4 | SCORE=19 | CONF=HIGH | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,KEE,4,14,MOUNTAIN GRANDEUR,SUPERFECTA_BOX,MOUNTAIN GRANDEUR / HARD CIRCLE / BACKSIDE / TREGETOUR,0.5,19,YES,HIGH,SLOW,41.5%,62.2%,STRONG_EV,MISS,STRESS_TEST ARM2026 KEE R4 | SCORE=19 | CONF=HIGH | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,KEE,5,13,EMPRESS SISI,WIN,EMPRESS SISI,1.0,18,YES,MEDIUM,SLOW,32.2%,52.9%,STRONG_EV,LOSS,STRESS_TEST ARM2026 KEE R5 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,KEE,5,13,EMPRESS SISI,PLACE,EMPRESS SISI,1.0,18,YES,MEDIUM,SLOW,32.2%,52.9%,STRONG_EV,LOSS,STRESS_TEST ARM2026 KEE R5 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,KEE,5,13,EMPRESS SISI,SHOW,EMPRESS SISI,1.0,18,YES,MEDIUM,SLOW,32.2%,52.9%,STRONG_EV,LOSS,STRESS_TEST ARM2026 KEE R5 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,KEE,5,13,EMPRESS SISI,EXACTA_BOX,EMPRESS SISI / BEACH BALLAD,0.5,18,YES,MEDIUM,SLOW,32.2%,52.9%,STRONG_EV,MISS,STRESS_TEST ARM2026 KEE R5 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,KEE,5,13,EMPRESS SISI,TRIFECTA_BOX,EMPRESS SISI / BEACH BALLAD / EVANGALINA,0.5,18,YES,MEDIUM,SLOW,32.2%,52.9%,STRONG_EV,MISS,STRESS_TEST ARM2026 KEE R5 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,KEE,5,13,EMPRESS SISI,SUPERFECTA_BOX,EMPRESS SISI / BEACH BALLAD / EVANGALINA / MUNNINGS TALKS,0.5,18,YES,MEDIUM,SLOW,32.2%,52.9%,STRONG_EV,MISS,STRESS_TEST ARM2026 KEE R5 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,KEE,8,9,MR. VAGGIO,WIN,MR. VAGGIO,1.0,18,YES,HIGH,SLOW,46.0%,69.1%,STRONG_EV,LOSS,STRESS_TEST ARM2026 KEE R8 | SCORE=18 | CONF=HIGH | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,KEE,8,9,MR. VAGGIO,PLACE,MR. VAGGIO,1.0,18,YES,HIGH,SLOW,46.0%,69.1%,STRONG_EV,LOSS,STRESS_TEST ARM2026 KEE R8 | SCORE=18 | CONF=HIGH | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,KEE,8,9,MR. VAGGIO,SHOW,MR. VAGGIO,1.0,18,YES,HIGH,SLOW,46.0%,69.1%,STRONG_EV,LOSS,STRESS_TEST ARM2026 KEE R8 | SCORE=18 | CONF=HIGH | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,KEE,8,9,MR. VAGGIO,EXACTA_BOX,MR. VAGGIO / ASSOCIATED,0.5,18,YES,HIGH,SLOW,46.0%,69.1%,STRONG_EV,MISS,STRESS_TEST ARM2026 KEE R8 | SCORE=18 | CONF=HIGH | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,KEE,8,9,MR. VAGGIO,TRIFECTA_BOX,MR. VAGGIO / ASSOCIATED / CRITERIA,0.5,18,YES,HIGH,SLOW,46.0%,69.1%,STRONG_EV,MISS,STRESS_TEST ARM2026 KEE R8 | SCORE=18 | CONF=HIGH | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,KEE,8,9,MR. VAGGIO,SUPERFECTA_BOX,MR. VAGGIO / ASSOCIATED / CRITERIA / MARKET RUNNER,0.5,18,YES,HIGH,SLOW,46.0%,69.1%,STRONG_EV,MISS,STRESS_TEST ARM2026 KEE R8 | SCORE=18 | CONF=HIGH | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,1,10,WATCH ME SPARKLE,WIN,WATCH ME SPARKLE,0.5,16,NO,MEDIUM,SLOW,35.2%,56.4%,STRONG_EV,LOSS,STRESS_TEST ARM2026 LRL R1 | SCORE=16 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,1,10,WATCH ME SPARKLE,PLACE,WATCH ME SPARKLE,0.5,16,NO,MEDIUM,SLOW,35.2%,56.4%,STRONG_EV,LOSS,STRESS_TEST ARM2026 LRL R1 | SCORE=16 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,1,10,WATCH ME SPARKLE,SHOW,WATCH ME SPARKLE,0.5,16,NO,MEDIUM,SLOW,35.2%,56.4%,STRONG_EV,LOSS,STRESS_TEST ARM2026 LRL R1 | SCORE=16 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,1,10,WATCH ME SPARKLE,EXACTA_BOX,WATCH ME SPARKLE / SEGER SONGS,0.25,16,NO,MEDIUM,SLOW,35.2%,56.4%,STRONG_EV,MISS,STRESS_TEST ARM2026 LRL R1 | SCORE=16 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,1,10,WATCH ME SPARKLE,TRIFECTA_BOX,WATCH ME SPARKLE / SEGER SONGS / HAY GRACE BRENNAN,0.25,16,NO,MEDIUM,SLOW,35.2%,56.4%,STRONG_EV,MISS,STRESS_TEST ARM2026 LRL R1 | SCORE=16 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,1,10,WATCH ME SPARKLE,SUPERFECTA_BOX,WATCH ME SPARKLE / SEGER SONGS / HAY GRACE BRENNAN / LIVE LIFE,0.25,16,NO,MEDIUM,SLOW,35.2%,56.4%,STRONG_EV,MISS,STRESS_TEST ARM2026 LRL R1 | SCORE=16 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,2,10,D HOPPER,WIN,D HOPPER,1.0,18,YES,HIGH,SLOW,46.8%,67.2%,STRONG_EV,LOSS,STRESS_TEST ARM2026 LRL R2 | SCORE=18 | CONF=HIGH | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,2,10,D HOPPER,PLACE,D HOPPER,1.0,18,YES,HIGH,SLOW,46.8%,67.2%,STRONG_EV,LOSS,STRESS_TEST ARM2026 LRL R2 | SCORE=18 | CONF=HIGH | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,2,10,D HOPPER,SHOW,D HOPPER,1.0,18,YES,HIGH,SLOW,46.8%,67.2%,STRONG_EV,LOSS,STRESS_TEST ARM2026 LRL R2 | SCORE=18 | CONF=HIGH | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,2,10,D HOPPER,EXACTA_BOX,D HOPPER / ELLINGER,0.5,18,YES,HIGH,SLOW,46.8%,67.2%,STRONG_EV,MISS,STRESS_TEST ARM2026 LRL R2 | SCORE=18 | CONF=HIGH | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,2,10,D HOPPER,TRIFECTA_BOX,D HOPPER / ELLINGER / WORLD ON FIRE,0.5,18,YES,HIGH,SLOW,46.8%,67.2%,STRONG_EV,MISS,STRESS_TEST ARM2026 LRL R2 | SCORE=18 | CONF=HIGH | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,2,10,D HOPPER,SUPERFECTA_BOX,D HOPPER / ELLINGER / WORLD ON FIRE / LOU'S BIRTHDAY,0.5,18,YES,HIGH,SLOW,46.8%,67.2%,STRONG_EV,MISS,STRESS_TEST ARM2026 LRL R2 | SCORE=18 | CONF=HIGH | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,5,13,ELVIS HIMSELF,WIN,ELVIS HIMSELF,1.0,18,YES,MEDIUM,SLOW,35.7%,54.7%,STRONG_EV,LOSS,STRESS_TEST ARM2026 LRL R5 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,5,13,ELVIS HIMSELF,PLACE,ELVIS HIMSELF,1.0,18,YES,MEDIUM,SLOW,35.7%,54.7%,STRONG_EV,LOSS,STRESS_TEST ARM2026 LRL R5 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,5,13,ELVIS HIMSELF,SHOW,ELVIS HIMSELF,1.0,18,YES,MEDIUM,SLOW,35.7%,54.7%,STRONG_EV,LOSS,STRESS_TEST ARM2026 LRL R5 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,5,13,ELVIS HIMSELF,EXACTA_BOX,ELVIS HIMSELF / WATCH OUT WORLD,0.5,18,YES,MEDIUM,SLOW,35.7%,54.7%,STRONG_EV,MISS,STRESS_TEST ARM2026 LRL R5 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,5,13,ELVIS HIMSELF,TRIFECTA_BOX,ELVIS HIMSELF / WATCH OUT WORLD / BUILT BY KHOZAN,0.5,18,YES,MEDIUM,SLOW,35.7%,54.7%,STRONG_EV,MISS,STRESS_TEST ARM2026 LRL R5 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,5,13,ELVIS HIMSELF,SUPERFECTA_BOX,ELVIS HIMSELF / WATCH OUT WORLD / BUILT BY KHOZAN / PARKES,0.5,18,YES,MEDIUM,SLOW,35.7%,54.7%,STRONG_EV,MISS,STRESS_TEST ARM2026 LRL R5 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,6,13,R J'S ICE,WIN,R J'S ICE,1.0,18,YES,HIGH,SLOW,61.4%,79.9%,STRONG_EV,WIN,STRESS_TEST ARM2026 LRL R6 | SCORE=18 | CONF=HIGH | PACE=SLOW | GEM=YES,WIN,7.2,7.2,2.4,1.3,10.9
2026-04-12,LRL,6,13,R J'S ICE,PLACE,R J'S ICE,1.0,18,YES,HIGH,SLOW,61.4%,79.9%,STRONG_EV,WIN,STRESS_TEST ARM2026 LRL R6 | SCORE=18 | CONF=HIGH | PACE=SLOW | GEM=YES,WIN,2.4,7.2,2.4,1.3,10.9
2026-04-12,LRL,6,13,R J'S ICE,SHOW,R J'S ICE,1.0,18,YES,HIGH,SLOW,61.4%,79.9%,STRONG_EV,WIN,STRESS_TEST ARM2026 LRL R6 | SCORE=18 | CONF=HIGH | PACE=SLOW | GEM=YES,WIN,1.3,7.2,2.4,1.3,10.9
2026-04-12,LRL,6,13,R J'S ICE,EXACTA_BOX,R J'S ICE / LOVE YOURSELF,0.5,18,YES,HIGH,SLOW,61.4%,79.9%,STRONG_EV,HIT,STRESS_TEST ARM2026 LRL R6 | SCORE=18 | CONF=HIGH | PACE=SLOW | GEM=YES,HIT,PAYOUT_UNKNOWN,7.2,2.4,1.3,10.9
2026-04-12,LRL,6,13,R J'S ICE,TRIFECTA_BOX,R J'S ICE / LOVE YOURSELF / KING OF THE CROSS,0.5,18,YES,HIGH,SLOW,61.4%,79.9%,STRONG_EV,MISS,STRESS_TEST ARM2026 LRL R6 | SCORE=18 | CONF=HIGH | PACE=SLOW | GEM=YES,MISS,-0.5,7.2,2.4,1.3,10.9
2026-04-12,LRL,6,13,R J'S ICE,SUPERFECTA_BOX,R J'S ICE / LOVE YOURSELF / KING OF THE CROSS / FORTUNE HILL,0.5,18,YES,HIGH,SLOW,61.4%,79.9%,STRONG_EV,MISS,STRESS_TEST ARM2026 LRL R6 | SCORE=18 | CONF=HIGH | PACE=SLOW | GEM=YES,MISS,-0.5,7.2,2.4,1.3,10.9
2026-04-12,LRL,8,7,GLOWS IN THE DARK,WIN,GLOWS IN THE DARK,1.0,18,YES,MEDIUM,SLOW,38.8%,60.2%,STRONG_EV,LOSS,STRESS_TEST ARM2026 LRL R8 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,8,7,GLOWS IN THE DARK,PLACE,GLOWS IN THE DARK,1.0,18,YES,MEDIUM,SLOW,38.8%,60.2%,STRONG_EV,LOSS,STRESS_TEST ARM2026 LRL R8 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,8,7,GLOWS IN THE DARK,SHOW,GLOWS IN THE DARK,1.0,18,YES,MEDIUM,SLOW,38.8%,60.2%,STRONG_EV,LOSS,STRESS_TEST ARM2026 LRL R8 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,8,7,GLOWS IN THE DARK,EXACTA_BOX,GLOWS IN THE DARK / SPENCERIAN,0.5,18,YES,MEDIUM,SLOW,38.8%,60.2%,STRONG_EV,MISS,STRESS_TEST ARM2026 LRL R8 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,8,7,GLOWS IN THE DARK,TRIFECTA_BOX,GLOWS IN THE DARK / SPENCERIAN / KILO ROAD,0.5,18,YES,MEDIUM,SLOW,38.8%,60.2%,STRONG_EV,MISS,STRESS_TEST ARM2026 LRL R8 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,LRL,8,7,GLOWS IN THE DARK,SUPERFECTA_BOX,GLOWS IN THE DARK / SPENCERIAN / KILO ROAD / SHKHARA FIRE,0.5,18,YES,MEDIUM,SLOW,38.8%,60.2%,STRONG_EV,MISS,STRESS_TEST ARM2026 LRL R8 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,MISS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,OPX,1,7,LADY PIPPA,WIN,LADY PIPPA,0.5,17,NO,MEDIUM,SLOW,31.1%,52.9%,STRONG_EV,LOSS,STRESS_TEST ARM2026 OPX R1 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,-1.0,0.05,-1.95
2026-04-12,OPX,1,7,LADY PIPPA,PLACE,LADY PIPPA,0.5,17,NO,MEDIUM,SLOW,31.1%,52.9%,STRONG_EV,LOSS,STRESS_TEST ARM2026 OPX R1 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,-1.0,0.05,-1.95
2026-04-12,OPX,1,7,LADY PIPPA,SHOW,LADY PIPPA,0.5,17,NO,MEDIUM,SLOW,31.1%,52.9%,STRONG_EV,WIN,STRESS_TEST ARM2026 OPX R1 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,WIN,0.025,-1.0,-1.0,0.05,-1.95
2026-04-12,OPX,1,7,LADY PIPPA,EXACTA_BOX,LADY PIPPA / TIZNTSHELOVELY,0.25,17,NO,MEDIUM,SLOW,31.1%,52.9%,STRONG_EV,MISS,STRESS_TEST ARM2026 OPX R1 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,0.05,-1.95
2026-04-12,OPX,1,7,LADY PIPPA,TRIFECTA_BOX,LADY PIPPA / TIZNTSHELOVELY / SHE'S NOT A JOKE,0.25,17,NO,MEDIUM,SLOW,31.1%,52.9%,STRONG_EV,MISS,STRESS_TEST ARM2026 OPX R1 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,0.05,-1.95
2026-04-12,OPX,1,7,LADY PIPPA,SUPERFECTA_BOX,LADY PIPPA / TIZNTSHELOVELY / SHE'S NOT A JOKE / RANDO,0.25,17,NO,MEDIUM,SLOW,31.1%,52.9%,STRONG_EV,MISS,STRESS_TEST ARM2026 OPX R1 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,0.05,-1.95
2026-04-12,OPX,2,9,VALESKA'S PROMISE,WIN,VALESKA'S PROMISE,0.5,17,NO,MEDIUM,SLOW,34.2%,54.0%,STRONG_EV,LOSS,STRESS_TEST ARM2026 OPX R2 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,OPX,2,9,VALESKA'S PROMISE,PLACE,VALESKA'S PROMISE,0.5,17,NO,MEDIUM,SLOW,34.2%,54.0%,STRONG_EV,LOSS,STRESS_TEST ARM2026 OPX R2 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,OPX,2,9,VALESKA'S PROMISE,SHOW,VALESKA'S PROMISE,0.5,17,NO,MEDIUM,SLOW,34.2%,54.0%,STRONG_EV,LOSS,STRESS_TEST ARM2026 OPX R2 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,-1.0,-1.0,-3.0
2026-04-12,OPX,2,9,VALESKA'S PROMISE,EXACTA_BOX,VALESKA'S PROMISE / MIRACLE MINDED,0.25,17,NO,MEDIUM,SLOW,34.2%,54.0%,STRONG_EV,MISS,STRESS_TEST ARM2026 OPX R2 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,-1.0,-3.0
2026-04-12,OPX,2,9,VALESKA'S PROMISE,TRIFECTA_BOX,VALESKA'S PROMISE / MIRACLE MINDED / MISS CHOCOLATTE,0.25,17,NO,MEDIUM,SLOW,34.2%,54.0%,STRONG_EV,MISS,STRESS_TEST ARM2026 OPX R2 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,-1.0,-3.0
2026-04-12,OPX,2,9,VALESKA'S PROMISE,SUPERFECTA_BOX,VALESKA'S PROMISE / MIRACLE MINDED / MISS CHOCOLATTE / BACK NINE,0.25,17,NO,MEDIUM,SLOW,34.2%,54.0%,STRONG_EV,MISS,STRESS_TEST ARM2026 OPX R2 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,-1.0,-1.0,-3.0
2026-04-12,OPX,6,9,AMAZING AMANDA,WIN,AMAZING AMANDA,0.5,17,NO,MEDIUM,SLOW,31.2%,50.5%,STRONG_EV,LOSS,STRESS_TEST ARM2026 OPX R6 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,LOSS,-0.5,-1.0,1.1,0.3,0.4
2026-04-12,OPX,6,9,AMAZING AMANDA,PLACE,AMAZING AMANDA,0.5,17,NO,MEDIUM,SLOW,31.2%,50.5%,STRONG_EV,WIN,STRESS_TEST ARM2026 OPX R6 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,WIN,0.55,-1.0,1.1,0.3,0.4
2026-04-12,OPX,6,9,AMAZING AMANDA,SHOW,AMAZING AMANDA,0.5,17,NO,MEDIUM,SLOW,31.2%,50.5%,STRONG_EV,WIN,STRESS_TEST ARM2026 OPX R6 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,WIN,0.15,-1.0,1.1,0.3,0.4
2026-04-12,OPX,6,9,AMAZING AMANDA,EXACTA_BOX,AMAZING AMANDA / EASY KISS,0.25,17,NO,MEDIUM,SLOW,31.2%,50.5%,STRONG_EV,MISS,STRESS_TEST ARM2026 OPX R6 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,1.1,0.3,0.4
2026-04-12,OPX,6,9,AMAZING AMANDA,TRIFECTA_BOX,AMAZING AMANDA / EASY KISS / BACHELOR PARTY,0.25,17,NO,MEDIUM,SLOW,31.2%,50.5%,STRONG_EV,MISS,STRESS_TEST ARM2026 OPX R6 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,1.1,0.3,0.4
2026-04-12,OPX,6,9,AMAZING AMANDA,SUPERFECTA_BOX,AMAZING AMANDA / EASY KISS / BACHELOR PARTY / HELLO ANGEL,0.25,17,NO,MEDIUM,SLOW,31.2%,50.5%,STRONG_EV,MISS,STRESS_TEST ARM2026 OPX R6 | SCORE=17 | CONF=MEDIUM | PACE=SLOW | GEM=NO,MISS,-0.25,-1.0,1.1,0.3,0.4
2026-04-12,OPX,8,12,STEPHANIE STARFISH,WIN,STEPHANIE STARFISH,1.0,18,YES,MEDIUM,SLOW,37.1%,57.8%,STRONG_EV,LOSS,STRESS_TEST ARM2026 OPX R8 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,OPX,8,12,STEPHANIE STARFISH,PLACE,STEPHANIE STARFISH,1.0,18,YES,MEDIUM,SLOW,37.1%,57.8%,STRONG_EV,LOSS,STRESS_TEST ARM2026 OPX R8 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
2026-04-12,OPX,8,12,STEPHANIE STARFISH,SHOW,STEPHANIE STARFISH,1.0,18,YES,MEDIUM,SLOW,37.1%,57.8%,STRONG_EV,LOSS,STRESS_TEST ARM2026 OPX R8 | SCORE=18 | CONF=MEDIUM | PACE=SLOW | GEM=YES,LOSS,-1.0,-1.0,-1.0,-1.0,-3.0
